Cidade,Área,Impostos,Seguro,Total
Metrópolis,74,100,15,1941
Gotham,62,45,32,3326
Gotham,70,17,17,1764
Gotham,18,0,22,1742
Gotham,80,0,70,6570
Metrópolis,62,90,20,2219
Metrópolis,77,43,13,1530
Gotham,86,84,39,4130
Gotham,56,42,21,2173
Gotham,69,0,22,3547
Gotham,126,334,31,4045
Gotham,70,0,38,3798
Gotham,205,667,98,7265
Gotham,70,0,6,2383
Gotham,130,634,79,8665
Gotham,63,79,29,2028
Gotham,36,70,27,2556
Gotham,102,434,45,5249
Gotham,49,200,30,3210
Gotham,16,0,7,1448
Gotham,120,212,108,9970
Metrópolis,330,328,121,9129
Gotham,40,0,13,993
Gotham,188,334,77,8011
Gotham,105,417,111,10530
Gotham,230,620,149,10670
Gotham,60,55,21,2026
Gotham,70,50,17,1597
Metrópolis,55,20,12,1357
Gotham,100,491,80,7851
Gotham,270,165,45,3710
Gotham,36,145,10,3414
Gotham,105,520,83,8647
Gotham,120,24,61,4085
Gotham,16,9,11,870
Gotham,115,125,83,7658
Gotham,67,117,37,3849
Gotham,100,110,31,2141
Gotham,320,980,106,8086
Gotham,77,0,26,2666
Gotham,270,100,83,9573
Metrópolis,104,242,59,6201
Gotham,70,170,23,2460
Gotham,68,0,20,2020
Gotham,60,0,16,1396
Gotham,65,109,39,4448
Gotham,100,378,41,3119
Gotham,119,209,45,5264
Metrópolis,660,1000,76,7476
Gotham,40,0,20,1882
Gotham,60,4,31,2981
Gotham,400,742,113,8355
Metrópolis,60,55,15,1697
Metrópolis,77,71,16,2012
Gotham,154,1020,89,9793
Gotham,250,459,56,4215
Metrópolis,450,230,104,7234
Gotham,102,17,22,1939
Gotham,45,84,25,1739
Gotham,90,500,102,10100
Gotham,230,586,50,7052
Gotham,220,1200,94,7494
Gotham,58,0,16,1990
Metrópolis,67,84,14,1968
Gotham,113,50,39,4089
Gotham,111,704,35,5939
Gotham,50,0,19,2019
Gotham,54,119,45,4388
Gotham,300,220,61,4281
Gotham,65,81,30,3194
Gotham,80,390,55,4045
Gotham,50,7,16,1783
Gotham,35,30,13,1063
Gotham,200,300,41,3041
Metrópolis,43,45,12,1475
Gotham,41,60,20,1943
Gotham,63,286,94,9063
Gotham,190,860,89,10240
Gotham,500,552,113,8165
Gotham,73,95,24,2581
Metrópolis,104,69,9,1378
Gotham,35,80,11,791
Gotham,120,158,83,5841
Gotham,55,123,28,2171
Gotham,240,0,40,2640
Gotham,200,0,58,6308
Gotham,40,88,26,2743
Gotham,68,50,17,1837
Gotham,150,124,61,4185
Gotham,50,54,22,2176
Metrópolis,113,79,19,2248
Gotham,88,490,80,7920
Gotham,90,201,20,2739
Gotham,350,1042,139,10420
Gotham,86,284,74,7258
Gotham,216,609,102,10960
Gotham,170,709,66,7902
Metrópolis,77,129,16,2225
Metrópolis,350,417,121,9218
Gotham,145,250,34,2514
Gotham,180,400,108,11430
Gotham,144,667,70,8057
Gotham,60,6,39,3852
Gotham,220,0,77,6517
Gotham,60,114,82,7648
Gotham,165,0,25,3825
Gotham,400,1250,45,8797
Gotham,77,38,25,2657
Gotham,215,373,151,10520
Metrópolis,78,68,23,2476
Gotham,96,225,23,3028
Gotham,400,1500,89,11290
Gotham,120,0,36,6556
Gotham,53,67,42,4079
Gotham,70,0,13,2595
Gotham,100,148,81,7379
Metrópolis,69,40,11,1121
Gotham,25,87,21,1458
Gotham,68,0,17,1771
Gotham,30,70,24,2674
Gotham,33,125,39,3549
Gotham,205,775,36,5416
Gotham,79,500,40,6140
Gotham,70,284,33,3562
Gotham,40,0,5,1099
Metrópolis,438,417,117,8269
Gotham,30,43,13,1056
Gotham,212,1084,89,10470
Gotham,32,29,22,2266
Gotham,63,4,14,1578
Gotham,39,0,26,2326
Gotham,200,0,51,5651
Gotham,290,340,32,5372
Gotham,30,229,25,4204
Gotham,77,80,39,4019
Gotham,47,66,19,1773
Gotham,135,317,58,6275
Gotham,108,250,32,2832
Metrópolis,51,50,11,1251
Gotham,42,24,49,4438
Gotham,108,455,51,5606
Metrópolis,53,15,7,925
Metrópolis,67,40,12,1303
Gotham,50,3,26,2529
Gotham,115,417,51,7068
Metrópolis,70,60,15,1600
Gotham,140,200,32,4082
Gotham,42,107,27,2564
Gotham,480,2309,91,8400
Gotham,65,215,44,4609
Gotham,57,75,28,3013
Gotham,170,529,96,10030
Metrópolis,55,44,11,1357
Gotham,117,646,32,4699
Gotham,280,0,121,8121
Gotham,140,334,49,6183
Gotham,57,125,25,2648
Gotham,200,500,38,3038
Gotham,35,50,12,962
Metrópolis,30,10,7,797
Gotham,42,184,20,2994
Metrópolis,69,60,13,1538
Gotham,60,100,16,1806
Gotham,253,1770,86,11370
Gotham,220,1176,98,7774
Gotham,127,292,46,4934
Gotham,85,113,35,3578
Gotham,470,1134,109,8443
Gotham,124,339,36,4266
Gotham,100,0,49,3299
Gotham,60,200,51,5931
Gotham,57,0,28,2728
Gotham,54,167,58,5425
Gotham,84,100,28,2978
Gotham,51,0,26,2482
Gotham,119,0,30,3289
Gotham,70,25,26,1751
Gotham,100,350,56,5856
Gotham,100,50,23,1573
Gotham,79,0,19,1976
Gotham,220,1250,66,8966
Gotham,100,292,41,3033
Gotham,108,334,44,4978
Gotham,230,720,68,5288
Gotham,103,448,83,8341
Gotham,90,225,22,3267
Gotham,220,552,41,6293
Gotham,125,372,27,3949
Gotham,54,209,49,5398
Gotham,300,334,71,5105
Gotham,280,0,121,8121
Gotham,45,84,25,1759
Metrópolis,60,50,23,2473
Gotham,100,0,90,8690
Gotham,40,25,33,3358
Gotham,160,109,30,3539
Gotham,41,0,19,1797
Gotham,350,1084,92,7246
Gotham,300,250,53,3803
Gotham,89,356,58,6432
Gotham,170,600,83,6183
Gotham,45,0,32,3097
Gotham,89,255,26,3364
Gotham,108,202,37,4039
Metrópolis,48,66,13,1342
Gotham,160,167,25,3622
Gotham,160,417,113,8030
Gotham,100,369,32,3928
Gotham,75,28,37,3466
Gotham,215,1084,44,8328
Gotham,125,0,63,6063
Gotham,94,350,28,3398
Gotham,60,0,35,3635
Gotham,66,84,27,4611
Gotham,300,538,76,5614
Gotham,102,276,73,7417
Gotham,462,834,130,9564
Metrópolis,51,56,24,2387
Gotham,120,122,53,3675
Gotham,35,205,36,4441
Gotham,229,409,70,7079
Metrópolis,74,54,13,1417
Gotham,96,118,55,5553
Gotham,181,579,33,5312
Gotham,38,14,9,2402
Gotham,260,142,83,5725
Gotham,126,125,28,2513
Gotham,98,580,107,10840
Gotham,220,1092,70,8742
Gotham,50,36,54,5010
Metrópolis,55,53,12,1325
Metrópolis,300,417,77,8794
Gotham,40,30,17,1347
Gotham,68,0,17,1707
Gotham,220,750,158,11410
Gotham,270,169,50,3489
Gotham,255,125,64,6839
Gotham,49,200,30,3210
Gotham,300,584,76,5660
Gotham,38,50,41,3868
Gotham,150,754,77,9101
Metrópolis,200,600,39,3489
Gotham,75,85,25,2780
Gotham,150,135,50,3485
Gotham,300,292,68,4860
Gotham,220,500,76,5576
Gotham,213,0,79,10080
Gotham,84,185,28,3129
Gotham,75,94,32,3076
Gotham,57,0,22,2040
Gotham,16,9,11,870
Metrópolis,72,9,11,1350
Metrópolis,80,34,26,2920
Gotham,170,1015,39,6504
Gotham,67,110,20,2306
Gotham,79,218,27,2345
Gotham,170,209,53,3762
Gotham,120,120,41,4211
Metrópolis,206,417,50,6277
Gotham,249,420,108,11280
Metrópolis,260,129,43,3872
Metrópolis,120,95,14,2039
Gotham,165,384,52,3836
Gotham,55,111,23,2384
Gotham,75,64,29,3129
Metrópolis,402,63,113,8126
Metrópolis,58,25,16,1573
Gotham,50,0,19,1239
Gotham,60,100,27,2947
Gotham,214,1187,83,10430
Gotham,110,0,31,2031
Gotham,35,0,9,3920
Gotham,320,572,83,6155
Gotham,50,25,10,835
Gotham,70,14,14,1428
Gotham,277,601,99,10830
Gotham,200,1211,64,9075
Gotham,70,138,13,1431
Gotham,50,0,25,2380
Gotham,130,292,51,5483
Gotham,135,167,49,5426
Gotham,27,1,45,4951
Gotham,197,290,32,2422
Metrópolis,92,0,32,3309
Gotham,119,135,48,4723
Gotham,16,18,12,1326
Gotham,45,3,26,2489
Gotham,57,63,32,3095
Gotham,22,0,21,2044
Gotham,116,518,49,6251
Gotham,33,0,21,2021
Metrópolis,250,369,58,5002
Gotham,128,334,96,9430
Gotham,58,107,16,2313
Gotham,105,35,33,3653
Gotham,41,133,36,3503
Gotham,90,50,39,4089
Gotham,100,363,30,3993
Gotham,175,0,53,5095
Metrópolis,100,80,16,2181
Gotham,65,117,20,2228
Gotham,50,45,13,2058
Gotham,105,0,28,3158
Gotham,108,393,61,7054
Gotham,55,0,10,890
Gotham,46,0,6,1924
Gotham,71,0,61,4061
Gotham,93,240,33,3913
Gotham,60,200,77,7957
Gotham,250,1000,68,5568
Gotham,150,584,26,4710
Gotham,90,50,39,4089
Gotham,140,800,102,11100
Metrópolis,68,14,25,1689
Gotham,530,1200,90,7240
Gotham,141,542,55,6422
Gotham,44,30,16,1736
Gotham,50,0,19,1978
Gotham,60,0,32,3408
Gotham,20,25,19,1264
Metrópolis,92,139,41,4100
Gotham,90,0,34,2284
Gotham,60,284,46,6240
Gotham,32,33,17,1366
Gotham,50,0,24,2616
Metrópolis,73,204,20,2536
Gotham,74,8,26,2524
Metrópolis,200,153,31,2184
Gotham,200,963,106,8069
Gotham,40,0,21,1965
Gotham,71,0,32,3376
Metrópolis,200,184,34,3078
Gotham,60,245,26,1971
Gotham,170,0,53,3521
Gotham,298,750,128,9328
Gotham,75,70,25,2700
Gotham,142,375,58,6033
Gotham,77,191,44,4535
Gotham,15,0,20,1570
Gotham,35,84,17,1201
Gotham,350,1250,121,9371
Gotham,60,195,28,3123
Gotham,125,200,59,5914
Gotham,68,236,44,4729
Gotham,280,584,106,7690
Gotham,198,554,49,5904
Gotham,430,1427,128,10060
Gotham,79,314,33,4147
Gotham,100,0,15,965
Gotham,130,584,67,5101
Gotham,130,215,61,5626
Gotham,80,417,40,3057
Gotham,45,43,22,1585
Metrópolis,45,38,12,1583
Gotham,180,507,70,7977
Metrópolis,84,147,16,2313
Gotham,230,745,77,9039
Metrópolis,350,150,65,4515
Gotham,45,0,19,1219
Gotham,48,104,26,2585
Metrópolis,74,24,13,1427
Gotham,37,59,47,4336
Gotham,60,0,19,1664
Gotham,50,42,26,2122
Gotham,375,75,97,6572
Gotham,55,84,27,2819
Gotham,35,0,17,1572
Gotham,80,200,26,2226
Metrópolis,80,30,13,1543
Gotham,300,500,97,10850
Metrópolis,420,142,61,4203
Metrópolis,50,15,14,1559
Gotham,45,0,17,1117
Gotham,64,84,24,2517
Gotham,89,204,73,6337
Gotham,50,234,33,2642
Gotham,200,800,60,4810
Gotham,80,0,8,2288
Gotham,400,1417,121,9538
Gotham,53,0,30,2830
Metrópolis,63,90,23,2215
Gotham,50,0,6,1828
Metrópolis,78,106,19,2198
Gotham,32,125,22,3847
Gotham,83,221,96,8726
Gotham,140,200,58,4058
Gotham,155,625,77,8552
Gotham,102,109,26,2673
Metrópolis,120,167,35,3602
Gotham,103,250,64,4514
Metrópolis,230,534,58,8292
Metrópolis,480,584,82,6766
Gotham,400,2500,97,8997
Metrópolis,58,11,13,1263
Gotham,92,400,77,8237
Metrópolis,151,262,26,3188
Gotham,42,209,36,3788
Gotham,170,309,64,4573
Gotham,180,460,115,11460
Gotham,23,42,27,2568
Gotham,277,550,108,11490
Gotham,230,584,86,9920
Gotham,20,300,37,2797
Gotham,28,0,23,1773
Gotham,90,0,27,1777
Gotham,112,332,32,4115
Gotham,224,731,58,4589
Gotham,42,0,9,3414
Gotham,80,100,22,1522
Gotham,160,192,38,2730
Gotham,34,55,59,5024
Metrópolis,189,506,125,11430
Gotham,30,0,41,3591
Gotham,92,13,22,1885
Gotham,48,54,20,1952
Gotham,192,125,25,1750
Metrópolis,145,292,73,7865
Gotham,33,0,45,5045
Gotham,16,59,11,920
Gotham,80,190,44,4786
Metrópolis,60,48,6,1009
Gotham,79,146,28,3369
Gotham,300,834,82,6316
Gotham,90,50,39,4089
Gotham,55,39,16,1355
Gotham,130,459,39,4658
Metrópolis,67,40,12,1303
Metrópolis,70,0,32,4032
Gotham,105,417,35,4552
Gotham,44,110,36,3606
Gotham,50,359,99,9694
Gotham,70,34,19,1253
Gotham,174,284,55,3939
Gotham,84,71,28,2839
Gotham,100,120,51,5344
Gotham,250,250,66,4666
Gotham,48,133,30,3330
Gotham,64,84,22,2425
Gotham,104,350,51,5801
Gotham,66,125,24,3117
Gotham,67,205,25,2930
Gotham,120,375,44,3319
Metrópolis,45,0,3,993
Gotham,40,59,13,932
Gotham,127,250,45,5022
Metrópolis,54,23,14,1422
Metrópolis,78,37,28,2970
Gotham,25,0,23,1773
Gotham,163,822,39,6761
Metrópolis,380,413,98,8311
Gotham,55,0,18,1418
Gotham,162,0,64,6484
Metrópolis,53,16,7,843
Gotham,330,400,29,2299
Gotham,33,109,47,4469
Gotham,80,0,41,2741
Gotham,116,584,102,9722
Gotham,140,489,51,5640
Gotham,210,375,71,5146
Gotham,52,0,17,1357
Gotham,25,700,39,5258
Gotham,450,1000,121,9121
Gotham,44,0,19,1879
Gotham,50,45,11,756
Gotham,56,100,40,4030
Metrópolis,119,135,66,6701
Gotham,100,221,45,4651
Metrópolis,200,179,83,6365
Gotham,102,75,42,4382
Gotham,65,110,64,6174
Gotham,210,1146,102,11250
Gotham,74,270,42,4482
Gotham,90,50,39,4089
Metrópolis,70,62,19,1981
Metrópolis,53,54,25,2422
Metrópolis,68,50,14,1719
Gotham,60,98,36,3594
Gotham,62,50,16,1926
Metrópolis,37,0,8,1041
Metrópolis,50,184,17,2236
Gotham,45,170,22,2587
Gotham,50,142,47,4729
Gotham,76,270,30,3540
Gotham,71,153,24,2257
Gotham,270,1115,70,10990
Gotham,93,209,44,4653
Gotham,140,517,36,4753
Gotham,75,150,20,2320
Gotham,62,120,34,3944
Gotham,65,0,26,2926
Gotham,93,359,48,5387
Gotham,50,0,17,1110
Metrópolis,63,90,23,2215
Gotham,194,643,38,6280
Gotham,200,1143,88,7031
Gotham,54,109,11,3546
Gotham,180,834,106,7940
Gotham,140,148,37,4226
Gotham,127,505,51,6056
Gotham,120,195,42,4441
Gotham,225,642,83,9375
Gotham,87,234,33,3807
Metrópolis,66,41,21,2239
Gotham,120,371,134,9405
Gotham,500,1667,106,8773
Gotham,190,899,77,9239
Metrópolis,65,45,13,1470
Gotham,65,0,22,3548
Gotham,258,1084,64,9848
Gotham,70,111,26,2622
Gotham,84,0,32,3082
Gotham,50,17,14,911
Gotham,220,1084,45,6829
Gotham,56,36,32,3148
Gotham,189,375,52,6477
Gotham,35,140,28,2908
Gotham,25,130,26,2446
Gotham,200,0,41,2741
Gotham,35,124,45,4099
Metrópolis,66,34,14,1413
Gotham,200,25,106,7131
Gotham,54,192,36,3982
Metrópolis,80,107,39,3566
Metrópolis,79,25,13,1283
Gotham,120,459,27,3936
Gotham,44,91,33,3456
Gotham,55,0,14,1785
Gotham,182,250,64,4514
Gotham,40,154,62,6376
Gotham,42,0,28,2576
Gotham,20,130,23,2555
Gotham,115,224,80,7686
Gotham,80,192,11,903
Gotham,102,150,55,5576
Gotham,120,189,39,4884
Gotham,35,124,45,4099
Gotham,420,417,98,7315
Gotham,55,0,41,4053
Gotham,37,0,11,1242
Metrópolis,74,229,54,5095
Gotham,50,89,31,2920
Gotham,200,209,91,6300
Gotham,133,217,53,3770
Gotham,140,300,76,5376
Gotham,35,309,20,3829
Gotham,140,250,51,5901
Gotham,40,13,27,2652
Gotham,72,0,13,1897
Gotham,200,1200,65,8123
Gotham,250,459,68,5027
Gotham,120,192,73,5065
Gotham,300,0,51,7051
Metrópolis,160,125,60,4135
Metrópolis,75,134,13,2577
Gotham,200,600,45,6745
Gotham,300,217,125,8642
Gotham,400,2650,51,10060
Gotham,50,50,18,1218
Metrópolis,46,0,25,3275
Gotham,80,84,26,1810
Gotham,64,0,45,4410
Gotham,97,0,33,5433
Gotham,151,292,51,6243
Gotham,240,370,61,4431
Gotham,20,130,23,2555
Gotham,114,208,36,4031
Metrópolis,83,50,13,1543
Metrópolis,58,25,16,1573
Metrópolis,73,135,23,2749
Metrópolis,135,255,49,5279
Gotham,33,0,30,2630
Gotham,125,25,32,3231
Gotham,130,290,69,7509
Gotham,307,1839,137,11080
Gotham,17,50,31,2781
Gotham,57,0,20,2541
Metrópolis,49,23,8,1031
Gotham,200,1648,63,10920
Gotham,330,750,151,10900
Gotham,52,0,6,2074
Gotham,240,750,58,7708
Gotham,73,0,45,4545
Gotham,60,0,13,1412
Gotham,39,301,32,3977
Metrópolis,270,144,49,3393
Gotham,244,535,68,5103
Gotham,242,952,64,8216
Gotham,200,259,115,10850
Gotham,47,0,18,1968
Metrópolis,51,90,11,1591
Metrópolis,44,10,9,1039
Gotham,140,0,7,2793
Gotham,120,0,30,3530
Gotham,31,0,25,2296
Gotham,72,0,46,4536
Gotham,26,42,30,2622
Gotham,20,84,13,1097
Gotham,40,0,6,2259
Metrópolis,60,56,36,3232
Gotham,230,750,83,9533
Gotham,80,125,24,1725
Gotham,30,75,14,1179
Gotham,93,300,45,4745
Gotham,102,109,26,2673
Gotham,90,36,58,5559
Gotham,45,284,69,7320
Gotham,212,1067,58,8475
Gotham,140,117,40,2757
Gotham,95,209,21,2930
Gotham,57,140,53,4843
Gotham,145,192,35,4477
Gotham,55,0,13,1293
Gotham,30,227,23,3999
Gotham,130,414,21,3485
Gotham,230,330,37,2827
Gotham,65,0,8,2814
Gotham,86,190,37,3677
Gotham,25,25,19,1244
Metrópolis,110,25,5,2060
Gotham,45,50,20,1920
Metrópolis,132,164,42,4602
Gotham,44,70,28,2778
Gotham,58,0,26,2666
Gotham,61,140,51,4871
Metrópolis,54,69,21,1990
Gotham,130,59,27,1836
Gotham,75,125,37,3762
Gotham,32,0,42,3742
Gotham,70,0,33,3593
Gotham,250,834,77,9711
Gotham,80,334,45,6103
Gotham,112,95,40,3866
Gotham,85,0,28,2838
Gotham,34,45,40,3805
Gotham,378,1334,151,11490
Gotham,160,0,39,2619
Gotham,50,0,14,1494
Gotham,480,1000,151,11150
Gotham,23,40,26,2501
Gotham,70,109,41,3780
Gotham,52,116,52,5118
Metrópolis,50,62,24,2692
Gotham,48,0,22,2183
Gotham,60,255,20,1575
Gotham,40,17,12,809
Metrópolis,87,105,17,2147
Metrópolis,36,10,9,1009
Metrópolis,137,250,23,3573
Gotham,20,130,23,2555
Metrópolis,154,0,83,8283
Metrópolis,50,320,11,1523
Gotham,330,856,128,9484
Metrópolis,50,0,15,1495
Gotham,80,567,29,2496
Metrópolis,85,150,42,4042
Gotham,33,250,26,3776
Metrópolis,47,13,7,1013
Metrópolis,79,78,14,2147
Gotham,160,500,87,8587
Gotham,250,442,76,5518
Metrópolis,82,90,14,1691
Gotham,40,100,36,3376
Gotham,300,286,83,5869
Gotham,20,130,23,2555
Gotham,50,84,66,6050
Gotham,110,259,56,6056
Gotham,29,113,45,4088
Metrópolis,62,38,16,1694
Gotham,80,188,45,5333
Gotham,57,190,20,2604
Gotham,137,293,60,6533
Gotham,60,30,23,1553
Gotham,250,292,76,5368
Gotham,20,130,23,2555
Gotham,87,265,17,2496
Metrópolis,292,424,48,5872
Gotham,116,568,30,4624
Gotham,43,122,31,3218
Metrópolis,197,325,32,4457
Gotham,117,342,58,5472
Gotham,204,0,77,7851
Gotham,95,325,58,5883
Gotham,20,34,15,1019
Gotham,40,115,36,6066
Gotham,110,480,49,6300
Gotham,90,1,39,3520
Gotham,143,280,86,8816
Gotham,160,0,71,4771
Gotham,151,736,51,6848
Gotham,110,125,28,2513
Metrópolis,50,13,21,2352
Gotham,90,0,59,3974
Gotham,222,1000,83,10180
Metrópolis,40,3,10,1052
Gotham,82,145,29,3894
Gotham,35,0,7,2212
Gotham,160,787,41,5303
Gotham,33,0,20,1895
Metrópolis,78,50,24,2676
Gotham,30,0,6,2162
Gotham,68,9,29,2838
Gotham,85,0,63,5813
Gotham,28,22,32,2834
Gotham,400,1084,83,6667
Gotham,45,84,25,1739
Gotham,217,1050,84,10060
Metrópolis,26,13,7,930
Gotham,85,0,23,2082
Gotham,44,477,55,6934
Gotham,301,2917,121,11040
Gotham,100,250,70,7070
Gotham,71,50,32,3262
Gotham,139,103,102,9455
Gotham,27,1,45,4950
Gotham,104,0,49,4889
Gotham,70,44,22,2783
Gotham,47,66,19,1773
Gotham,48,192,54,5496
Metrópolis,47,72,22,2194
Gotham,47,174,40,3876
Gotham,180,0,66,7391
Gotham,213,475,83,10260
Gotham,60,0,18,1768
Gotham,350,742,136,9878
Gotham,80,109,127,11440
Gotham,79,280,79,7359
Gotham,170,0,76,5076
Metrópolis,48,17,7,1014
Gotham,50,84,27,1851
Gotham,300,1180,70,10750
Gotham,40,95,39,3691
Metrópolis,77,49,20,2055
Gotham,45,209,45,4323
Gotham,35,77,30,2977
Gotham,46,0,21,1721
Gotham,80,0,83,6605
Metrópolis,60,80,16,2096
Gotham,69,18,18,2246
Gotham,137,303,70,7120
Gotham,129,520,70,7190
Metrópolis,125,120,11,1759
Gotham,57,0,10,3236
Metrópolis,90,100,22,3552
Gotham,100,227,37,2664
Gotham,53,389,31,4760
Gotham,160,275,89,10060
Gotham,150,221,74,7395
Gotham,81,340,50,5421
Gotham,250,600,43,3473
Gotham,141,550,55,6125
Gotham,60,0,21,2071
Gotham,100,30,26,1756
Gotham,105,667,47,4414
Gotham,248,146,70,9810
Metrópolis,128,59,44,4403
Gotham,56,41,23,2114
Metrópolis,110,88,49,3897
Gotham,300,709,108,7999
Gotham,65,95,25,2667
Gotham,300,525,98,7123
Metrópolis,57,14,7,940
Gotham,178,130,53,3683
Gotham,50,115,45,4240
Gotham,102,0,25,1625
Gotham,123,348,49,6197
Gotham,61,21,30,3001
Gotham,62,9,20,1329
Gotham,148,542,31,6985
Gotham,55,0,20,1980
Gotham,49,21,41,3851
Gotham,85,417,92,8609
Metrópolis,67,41,14,935
Gotham,72,0,39,3849
Gotham,140,0,58,3883
Gotham,50,117,66,6479
Gotham,178,70,77,8727
Gotham,124,442,77,8859
Gotham,88,0,11,3087
Gotham,330,732,43,3575
Gotham,23,59,27,2579
Gotham,114,659,66,7651
Gotham,45,84,25,1759
Gotham,48,0,22,2184
Gotham,59,0,7,1916
Gotham,200,192,26,4018
Gotham,48,262,79,8821
Gotham,182,605,77,9647
Gotham,150,340,86,8984
Gotham,150,310,46,5556
Gotham,260,600,83,6183
Metrópolis,154,109,20,1429
Gotham,260,134,58,9092
Metrópolis,50,13,21,2352
Gotham,270,667,133,9640
Gotham,78,0,21,1907
Gotham,65,18,31,3149
Metrópolis,500,625,121,8746
Gotham,77,230,45,4728
Metrópolis,340,334,61,5195
Gotham,205,575,84,6184
Gotham,29,200,39,4789
Gotham,65,114,41,4151
Gotham,69,167,39,4106
Gotham,30,0,19,1219
Gotham,140,334,56,6270
Gotham,203,500,58,6858
Gotham,334,209,130,8939
Gotham,315,1409,65,8674
Gotham,45,15,8,803
Gotham,300,377,37,5099
Gotham,110,0,9,2687
Gotham,300,834,18,6252
Gotham,125,1165,64,8305
Gotham,215,834,77,8861
Gotham,60,0,20,1320
Gotham,40,225,39,4464
Gotham,65,0,21,2329
Gotham,80,134,31,2165
Gotham,100,150,25,1775
Gotham,85,97,30,2927
Gotham,110,0,58,5558
Gotham,75,196,31,3807
Gotham,144,39,102,10040
Gotham,55,122,19,1341
Metrópolis,120,0,17,1129
Gotham,253,1125,58,8855
Gotham,50,42,15,1172
Gotham,106,0,31,3600
Metrópolis,50,0,12,1242
Gotham,95,142,89,8131
Gotham,240,325,91,6416
Gotham,130,470,83,8465
Gotham,41,0,83,6583
Metrópolis,110,88,56,4404
Metrópolis,23,0,13,1003
Gotham,70,59,23,2582
Gotham,200,1212,64,8876
Gotham,160,0,29,3379
Gotham,35,30,14,1144
Gotham,54,0,45,3935
Gotham,40,56,13,1069
Gotham,450,750,127,10880
Gotham,250,852,42,6394
Gotham,170,870,32,5901
Gotham,225,0,91,8797
Gotham,40,56,13,1069
Gotham,77,205,79,7314
Gotham,120,150,76,5226
Gotham,28,18,27,2445
Gotham,50,50,15,1845
Gotham,280,688,111,8119
Gotham,92,195,26,3721
Gotham,80,0,46,3046
Gotham,400,250,68,4818
Gotham,20,130,23,2555
Gotham,53,68,22,1940
Gotham,350,959,96,10160
Gotham,35,0,23,2143
Gotham,50,1,22,1423
Gotham,134,200,45,4945
Metrópolis,148,102,22,2434
Gotham,86,0,32,3527
Gotham,163,470,102,10040
Metrópolis,94,42,22,2544
Gotham,34,109,49,4508
Metrópolis,50,109,31,3887
Gotham,200,251,55,3906
Gotham,25,67,41,4058
Gotham,38,0,8,2608
Metrópolis,500,900,101,10840
Gotham,56,81,35,3441
Gotham,86,93,25,2708
Gotham,175,167,25,1792
Gotham,46,118,97,8715
Gotham,26,1,45,3746
Gotham,200,600,47,5997
Gotham,45,59,35,3200
Gotham,120,21,19,2890
Gotham,90,0,14,2661
Gotham,380,334,163,11330
Gotham,105,374,32,4833
Gotham,142,492,45,5487
Metrópolis,93,73,22,2452
Gotham,60,0,21,2296
Gotham,240,0,45,6545
Metrópolis,44,74,16,1680
Gotham,215,917,77,9594
Gotham,61,73,22,2385
Gotham,73,100,45,4745
Gotham,186,667,102,10170
Gotham,267,470,73,5343
Gotham,65,25,39,3664
Gotham,50,0,21,2020
Gotham,600,750,140,10190
Gotham,100,0,31,2031
Metrópolis,70,76,13,1871
Gotham,348,215,96,10000
Gotham,400,117,109,7426
Gotham,300,283,61,4344
Gotham,180,730,89,10570
Gotham,272,385,75,9160
Gotham,25,35,16,1251
Gotham,52,0,5,2312
Gotham,100,150,52,5299
Gotham,40,184,64,5868
Gotham,49,6,36,3436
Gotham,35,0,16,1686
Metrópolis,600,384,83,5967
Gotham,360,750,121,8871
Gotham,125,392,55,4047
Gotham,136,433,78,8116
Gotham,45,0,103,9603
Metrópolis,55,20,13,1367
Gotham,135,614,69,7903
Gotham,70,25,38,4248
Gotham,19,41,16,1257
Gotham,70,150,32,3682
Gotham,127,133,40,2773
Gotham,150,109,113,7722
Gotham,50,11,14,1630
Gotham,33,125,42,3946
Gotham,37,0,13,2197
Gotham,97,11,49,4960
Gotham,70,200,42,4352
Gotham,74,30,25,2745
Gotham,395,122,91,6213
Gotham,120,129,10,900
Metrópolis,150,334,61,5145
Gotham,300,917,32,5149
Gotham,111,120,50,5431
Gotham,105,0,24,1579
Gotham,52,0,29,3178
Gotham,32,300,42,5092
Gotham,200,250,46,6266
Metrópolis,359,443,91,6534
Gotham,120,322,70,7002
Gotham,100,150,102,9314
Gotham,142,584,69,8193
Metrópolis,89,176,25,2998
Gotham,117,50,35,4285
Metrópolis,51,21,13,1285
Metrópolis,72,100,28,2920
Gotham,172,943,70,9168
Gotham,30,0,23,2233
Gotham,23,42,27,2568
Gotham,200,667,87,9254
Gotham,160,450,58,7808
Gotham,127,421,89,9285
Metrópolis,110,64,29,1993
Gotham,40,0,16,1056
Gotham,39,49,14,1672
Gotham,280,834,99,7453
Gotham,136,339,28,4006
Gotham,440,2320,90,8360
Gotham,154,321,68,4889
Metrópolis,70,59,13,1592
Metrópolis,57,31,11,1220
Gotham,195,59,128,8687
Gotham,190,0,56,3756
Gotham,250,234,57,4031
Gotham,98,334,27,3561
Gotham,60,182,16,2128
Gotham,171,259,65,7819
Gotham,38,0,19,1869
Gotham,159,674,45,6182
Gotham,93,84,32,3016
Gotham,130,146,61,4207
Gotham,50,50,14,964
Gotham,71,130,32,3192
Metrópolis,62,59,38,3402
Gotham,226,1209,88,10400
Gotham,21,42,41,3283
Gotham,60,0,18,1911
Gotham,196,280,50,3630
